country,iso2c,iso3c,year,status,lastupdated,crop_index,livestock_index,agri_va_usd,agri_va_per_worker,region,capital,longitude,latitude,income,lending,svc_va_usd,tourism_receipts_usd,tourism_pct_exports,gdp_usd,country_group,short_name,tourism_pct_gdp
Singapore,SG,SGP,1993,,2026-01-28,21.75,202.82,104716513.459971,37250.3902393158,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,37578931928.6962,NA,NA,60603815716.2653,ASEAN,Singapore,NA
Singapore,SG,SGP,1994,,2026-01-28,20.57,150.74,127598785.945671,30383.3107255365,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,45563830818.0202,NA,NA,73688724431.1412,ASEAN,Singapore,NA
Singapore,SG,SGP,1995,,2026-01-28,24.61,148.62,127206984.742923,34194.0146035978,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,54108616280.0952,7611000000,4.78538091355553,87812540788.4293,ASEAN,Singapore,8.667326934927807
Singapore,SG,SGP,1996,,2026-01-28,28.24,117.86,144463884.383504,41385.5818514908,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,59777339807.8496,7402000000,4.37645832992641,96293086513.0872,ASEAN,Singapore,7.686948531859547
Singapore,SG,SGP,1997,,2026-01-28,32.07,162.19,133081358.776837,39208.6735610601,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,62707518692.6777,6326000000,3.73201086983875,100123787215.299,ASEAN,Singapore,6.31817890227926
Singapore,SG,SGP,1998,,2026-01-28,36.23,140.5,95482677.48246,34643.3988111245,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,53770669490.1177,4603000000,3.21924078510658,85728207781.7785,ASEAN,Singapore,5.369294563718111
Singapore,SG,SGP,1999,,2026-01-28,40.39,149.86,95990635.7506415,35274.0161888613,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,54420495623.1928,5089000000,3.3368799572395,86286849754.8905,ASEAN,Singapore,5.897770070938961
Singapore,SG,SGP,2000,,2026-01-28,44.56,59.71,88516980.9328855,32929.8557667733,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,58284371532.3357,5142000000,2.8414964959783,96076539925.7409,ASEAN,Singapore,5.351982912763442
Singapore,SG,SGP,2001,,2026-01-28,48.69,60,73951163.2099381,28337.7663613673,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,57103134803.7615,4641000000,2.82595507856574,89793790669.6515,ASEAN,Singapore,5.168508830498192
Singapore,SG,SGP,2002,,2026-01-28,53.23,81.36,65732597.3367408,24600.6235251103,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,59203233798.0596,4458000000,2.61696097593921,92538372869.6942,ASEAN,Singapore,4.817460975110759
Singapore,SG,SGP,2003,,2026-01-28,65.17,87.71,59695221.4549218,23548.7190476758,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,62834214316.1769,3842000000,1.94218828555241,97646401095.6369,ASEAN,Singapore,3.9346048158365465
Singapore,SG,SGP,2004,,2026-01-28,70.23,99.6,64015032.2915015,23865.2448601841,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,72554649431.911,5327000000,2.16442411890081,115033593101.049,ASEAN,Singapore,4.630821185704076
Singapore,SG,SGP,2005,,2026-01-28,74,74.57,70355810.5427972,25144.2492897645,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,81890558562.6506,6209000000,2.15761357738246,127807848728.398,ASEAN,Singapore,4.858074102471302
Singapore,SG,SGP,2006,,2026-01-28,80.96,76.93,72627354.3314916,24700.242377784,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,96424707649.7247,7536000000,2.223493879367,148627286361.351,ASEAN,Singapore,5.070401394316017
Singapore,SG,SGP,2007,,2026-01-28,75.12,81.6,77566083.7819869,24225.8830445942,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,119494168277.927,9066000000,2.35476396924537,180941701357.97,ASEAN,Singapore,5.010453605752319
Singapore,SG,SGP,2008,,2026-01-28,74.91,73.53,80219894.3924527,21716.441331806,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,132333494244.311,10615000000,2.3941539109953,193617323539.203,ASEAN,Singapore,5.48246396859768
Singapore,SG,SGP,2009,,2026-01-28,79.16,72.62,78995403.9662706,22716.8819927797,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,132033976961.393,9225000000,2.48970345092667,194150283771.566,ASEAN,Singapore,4.751473869002417
Singapore,SG,SGP,2010,,2026-01-28,86.89,73.88,86688160.2454844,22703.8997177596,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,162694168277.707,14178000000,2.98599128197397,239807980591.24,ASEAN,Singapore,5.912230262330941
Singapore,SG,SGP,2011,,2026-01-28,90.85,82.33,96678581.8778542,23555.8319818162,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,192820581725.204,17929000000,3.15646282519785,279356499090.458,ASEAN,Singapore,6.417964163487901
Singapore,SG,SGP,2012,,2026-01-28,94.75,85.97,98185449.6685541,24176.8820572736,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,204229736347.661,18795000000,3.23769546461292,295092888076.589,ASEAN,Singapore,6.3691809458728494
Singapore,SG,SGP,2013,,2026-01-28,96.59,96.48,105730040.757612,25185.4724027202,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,217648125949.013,19231000000,3.20509622780607,307576360584.992,ASEAN,Singapore,6.2524310917210215
Singapore,SG,SGP,2014,,2026-01-28,100.1,94.28,108756560.514581,25833.4160837158,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,221491811688.568,19161000000,3.17029462600024,314863580758.455,ASEAN,Singapore,6.085492629488706
Singapore,SG,SGP,2015,,2026-01-28,100.94,98.94,100449148.073391,25580.0727541974,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,215447856999.982,16617000000,3.02445115508637,307998545269.398,ASEAN,Singapore,5.395155352264914
Singapore,SG,SGP,2016,,2026-01-28,98.96,106.78,100756688.52141,25800.9840042767,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,226137312836.489,18944000000,3.60165615441911,319646468521.497,ASEAN,Singapore,5.9265475660107185
Singapore,SG,SGP,2017,,2026-01-28,100.12,139.82,105726234.227058,27080.9544119185,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,241906910223.22,19891000000,3.37004120598687,343673334902.33,ASEAN,Singapore,5.787763547513196
Singapore,SG,SGP,2018,,2026-01-28,106.1,112.07,113578906.943882,28217.6326238462,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,261567403743.359,20416000000,3.03796854736866,377123710560.614,ASEAN,Singapore,5.4136081684311375
Singapore,SG,SGP,2019,,2026-01-28,107.4,126.66,121320257.624117,29990.1869793303,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,266330513034.414,NA,NA,376161998830.048,ASEAN,Singapore,NA
Singapore,SG,SGP,2020,,2026-01-28,101.67,127.72,114586640.110977,30532.3795331894,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,251758009830.823,NA,NA,349165858544.568,ASEAN,Singapore,NA
Singapore,SG,SGP,2021,,2026-01-28,104.66,139.53,133384642.753202,34739.8207473861,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,306355420946.897,NA,NA,436591382250.464,ASEAN,Singapore,NA
Singapore,SG,SGP,2022,,2026-01-28,90.86,139.04,132229174.992946,36786.9705868715,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,364463935090.925,NA,NA,509017841146.557,ASEAN,Singapore,NA
Singapore,SG,SGP,2023,,2026-01-28,NA,NA,145818299.079438,41235.8123246025,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,367407673855.553,NA,NA,505439514078.019,ASEAN,Singapore,NA
Singapore,SG,SGP,2024,,2026-01-28,NA,NA,150198356.125017,33636.6396648237,East Asia & Pacific,Singapore,103.85,1.28941,High income,Not classified,399751315825.908,NA,NA,547386645891.847,ASEAN,Singapore,NA
Thailand,TH,THA,1990,,2026-01-28,51.86,59.1,10667581218.5842,NA,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,NA,NA,NA,85343190719.0107,ASEAN,Thailand,NA
Thailand,TH,THA,1991,,2026-01-28,55.38,66.23,12426521101.1022,2205.78842622957,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,NA,NA,NA,98234714971.0612,ASEAN,Thailand,NA
Thailand,TH,THA,1992,,2026-01-28,57.27,74.48,13705718435.7496,2196.22596383875,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,NA,NA,NA,111452746517.655,ASEAN,Thailand,NA
Thailand,TH,THA,1993,,2026-01-28,55.77,75.47,10344432226.8616,1376.74119910374,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,71042876606.5956,NA,NA,128889262951.157,ASEAN,Thailand,NA
Thailand,TH,THA,1994,,2026-01-28,58.95,74.89,12655213019.8897,1453.65650946894,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,79762617439.588,NA,NA,146683778959.101,ASEAN,Thailand,NA
Thailand,TH,THA,1995,,2026-01-28,60.57,74.43,15372598612.1872,1559.01185196034,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,90802489213.8029,9257000000,13.1693773493975,169278916592.843,ASEAN,Thailand,5.4684896302032335
Thailand,TH,THA,1996,,2026-01-28,63.12,75.52,16589245897.9185,1675.99190728597,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,98574172276.8659,10367000000,14.5163937147222,183035237429.281,ASEAN,Thailand,5.66393670727227
Thailand,TH,THA,1997,,2026-01-28,64.34,75.64,13613711676.4539,1622.86751271779,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,81653861994.9654,9052000000,12.4994547606233,150180456565.728,ASEAN,Thailand,6.027415422084764
Thailand,TH,THA,1998,,2026-01-28,61.81,74.28,11662237643.8993,1621.84670728764,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,60963137582.2857,7954000000,12.0682431845884,113675596787.738,ASEAN,Thailand,6.997104237642309
Thailand,TH,THA,1999,,2026-01-28,65.91,70.8,11264687022.0642,1791.38196162737,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,69323659156.364,9416000000,13.1857866476755,126669211778.94,ASEAN,Thailand,7.43353484857281
Thailand,TH,THA,2000,,2026-01-28,74.25,69.99,10743147098.1247,1850.70862266872,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,69301796281.7578,9935000000,12.1511436165526,126392224253.794,ASEAN,Thailand,7.860451905688948
Thailand,TH,THA,2001,,2026-01-28,78.37,70.48,10320580483.8416,1947.99103638998,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,66283008379.115,9378000000,12.3221922176643,120296476180.402,ASEAN,Thailand,7.795739574230196
Thailand,TH,THA,2002,,2026-01-28,78.55,74.44,11673673907.9391,1936.68983878357,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,73077675385.3106,10388000000,12.7549686242582,134300904400.022,ASEAN,Thailand,7.73486972884324
Thailand,TH,THA,2003,,2026-01-28,83.18,78.93,14377353417.5331,2179.59262520663,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,80161231812.7464,10456000000,11.1374267675185,152280615245.887,ASEAN,Thailand,6.866271181736908
Thailand,TH,THA,2004,,2026-01-28,83.03,67.65,16063928533.3812,2154.77401469946,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,91300311033.0397,13054000000,11.4489821404167,172895685154.658,ASEAN,Thailand,7.550217339618965
Thailand,TH,THA,2005,,2026-01-28,80.6,74.16,17406607089.5345,2143.07441425787,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,99014349282.3121,12103000000,9.36131223275147,189318408468.595,ASEAN,Thailand,6.392933522894949
Thailand,TH,THA,2006,,2026-01-28,82.6,78.95,20849700502.743,2238.51713497705,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,114097194964.688,16624000000,10.8971878123502,221758296021.621,ASEAN,Thailand,7.496450098254359
Thailand,TH,THA,2007,,2026-01-28,90.59,83.52,24579047198.3445,2268.98375065406,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,134681691367.225,20625000000,11.3716409964391,262942621455.053,ASEAN,Thailand,7.843916625561445
Thailand,TH,THA,2008,,2026-01-28,89.88,83.02,29349358083.7276,2329.63157204911,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,146996750637.23,22510000000,10.8035322703093,291382982430.951,ASEAN,Thailand,7.72522808717362
Thailand,TH,THA,2009,,2026-01-28,91.12,84.14,27571114480.3089,2317.73198856775,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,145374988471.895,19811000000,10.8870780457205,281710630187.319,ASEAN,Thailand,7.03239348363496
Thailand,TH,THA,2010,,2026-01-28,91.08,87.86,35891642619.2821,2328.17192131843,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,169038214551.325,23796000000,10.4716200883593,341104766329.17,ASEAN,Thailand,6.976155817487636
Thailand,TH,THA,2011,,2026-01-28,99.15,88.43,42984536169.1971,2232.65123473723,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,186992061094.068,30924000000,11.7606957917228,370818739623.622,ASEAN,Thailand,8.339384366439411
Thailand,TH,THA,2012,,2026-01-28,106.02,96.24,45735507908.93,2215.29201461335,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,203359852359.604,34565000000,12.6068389436271,397558325278.579,ASEAN,Thailand,8.69432176417874
Thailand,TH,THA,2013,,2026-01-28,105.04,98.46,47591081510.9578,2454.37011069605,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,217645387694.389,41765000000,14.7966720803756,420333654592.547,ASEAN,Thailand,9.936154182202031
Thailand,TH,THA,2014,,2026-01-28,103.13,101.62,41096116473.259,2860.42260193251,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,216492707952.039,38451000000,13.8025822759808,407339040197.651,ASEAN,Thailand,9.439556783298409
Thailand,TH,THA,2015,,2026-01-28,96.14,99.64,35605906227.2676,2768.41138714,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,220504654368.64,44851000000,16.5229814613897,401296238228.084,ASEAN,Thailand,11.176531381913458
Thailand,TH,THA,2016,,2026-01-28,100.72,98.74,35045517270.1407,2849.51120068417,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,231217119329.196,48459000000,17.4769422746326,413366349747.508,ASEAN,Thailand,11.723015196955359
Thailand,TH,THA,2017,,2026-01-28,102.94,99.68,38363236613.1915,2970.30352420724,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,258183081809.147,57057000000,18.7285709345966,456356813536.764,ASEAN,Thailand,12.50271680131352
Thailand,TH,THA,2018,,2026-01-28,106.38,98.86,41563064275.6878,3047.63637488104,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,289132115634.227,61383000000,18.6811954534958,506754208404.485,ASEAN,Thailand,12.112972913094161
Thailand,TH,THA,2019,,2026-01-28,102.51,101.49,44217515514.7228,3102.70423642862,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,317016133224.571,64371000000,19.8750562571006,543976691793.886,ASEAN,Thailand,11.833411425721586
Thailand,TH,THA,2020,,2026-01-28,97.97,101.28,43554459075.4815,3003.4669824063,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,290300055222.025,15360000000,5.97420015392131,500461898480.246,ASEAN,Thailand,3.069164714965066
Thailand,TH,THA,2021,,2026-01-28,102.1,102.75,44003061816.7824,3011.54534180932,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,284862948611.37,NA,NA,506194668789.937,ASEAN,Thailand,NA
Thailand,TH,THA,2022,,2026-01-28,106.6,103.25,43217498445.584,3200.02358094407,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,278348069386.847,NA,NA,495644697587.661,ASEAN,Thailand,NA
Thailand,TH,THA,2023,,2026-01-28,NA,NA,44175899395.2938,3238.07610812847,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,301582380349.696,NA,NA,515906283940.933,ASEAN,Thailand,NA
Thailand,TH,THA,2024,,2026-01-28,NA,NA,45865619933.0314,3364.00002042689,East Asia & Pacific,Bangkok,100.521,13.7308,Upper middle income,IBRD,311450441721.088,NA,NA,526517658841.684,ASEAN,Thailand,NA
United Kingdom,GB,GBR,1990,,2026-01-28,98.26,97.74,13931420454.5455,NA,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,751004923650.568,NA,NA,1093169389204.55,Developed,UK,NA
United Kingdom,GB,GBR,1991,,2026-01-28,98.62,98.37,14286835978.836,16360.3958720784,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,787360303350.97,NA,NA,1142797178130.51,Developed,UK,NA
United Kingdom,GB,GBR,1992,,2026-01-28,102.32,100.08,14626286416.2864,17869.9279467792,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,823982427167.427,NA,NA,1179659529659.53,Developed,UK,NA
United Kingdom,GB,GBR,1993,,2026-01-28,95.91,99.09,13276837132.5735,17266.5277889211,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,750870457408.518,NA,NA,1061388722255.55,Developed,UK,NA
United Kingdom,GB,GBR,1994,,2026-01-28,91.29,101.93,14748103764.9219,16752.8027472925,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,806806357514.539,NA,NA,1140489745944.29,Developed,UK,NA
United Kingdom,GB,GBR,1995,,2026-01-28,91.59,102.88,16594603124.5069,16499.9444362993,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,877408868549.787,27577000000,8.56125682325039,1349094208616.06,Developed,UK,2.0441122513074372
United Kingdom,GB,GBR,1996,,2026-01-28,102.21,95.56,15260530421.2168,16588.3465538142,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,929672386895.476,29181000000,8.29404643456796,1425287051482.06,Developed,UK,2.0473770507952516
United Kingdom,GB,GBR,1997,,2026-01-28,100.96,95.84,14846103470.8579,17511.8526881176,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1032460707269.16,30483000000,7.95528965279112,1569317288801.57,Developed,UK,1.9424370213418567
United Kingdom,GB,GBR,1998,,2026-01-28,97.39,97.86,15526664458.4299,21739.7182548756,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1098734680357.73,31658000000,8.237432638422,1660821464060.95,Developed,UK,1.9061651529112338
United Kingdom,GB,GBR,1999,,2026-01-28,99.81,96.75,14508979129.5907,27114.8623011344,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1123588416113.9,NA,NA,1693458987218.9,Developed,UK,NA
United Kingdom,GB,GBR,2000,,2026-01-28,98.54,93.85,13458919655.0159,29207.4775479195,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1107666817975.49,NA,NA,1671597821152.97,Developed,UK,NA
United Kingdom,GB,GBR,2001,,2026-01-28,86.81,89.1,12560817619.1162,32350.0995749924,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1117442061321.43,NA,NA,1656171009068.66,Developed,UK,NA
United Kingdom,GB,GBR,2002,,2026-01-28,97.87,91.64,16110611510.7914,39756.3059325119,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1215389688249.4,NA,NA,1790536570743.41,Developed,UK,NA
United Kingdom,GB,GBR,2003,,2026-01-28,93,91.32,17133061224.4898,42198.5926617764,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1408987755102.04,NA,NA,2061227755102.04,Developed,UK,NA
United Kingdom,GB,GBR,2004,,2026-01-28,94.77,90.97,18015378982.0579,36615.6488612749,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1676552544855.36,NA,NA,2429774807762.72,Developed,UK,NA
United Kingdom,GB,GBR,2005,,2026-01-28,94.57,92.24,13960000000,40623.7065921282,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1767938181818.18,NA,NA,2551361818181.82,Developed,UK,NA
United Kingdom,GB,GBR,2006,,2026-01-28,91.57,93.09,15639374425.023,40912.3165711023,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1885880404783.81,NA,NA,2719558417663.29,Developed,UK,NA
United Kingdom,GB,GBR,2007,,2026-01-28,86.86,92.92,17178871548.6194,36010.545306143,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2166102440976.39,NA,NA,3104699879951.98,Developed,UK,NA
United Kingdom,GB,GBR,2008,,2026-01-28,100.18,91.53,19727941176.4706,42154.6345127538,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2055645220588.24,NA,NA,2945251838235.29,Developed,UK,NA
United Kingdom,GB,GBR,2009,,2026-01-28,96.15,90.51,16541517370.3069,51754.0224745597,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1741757283065.9,NA,NA,2429358155475.93,Developed,UK,NA
United Kingdom,GB,GBR,2010,,2026-01-28,95.03,94.08,14124369176.3494,40273.6999568446,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1772741988554.92,NA,NA,2496740681057.14,Developed,UK,NA
United Kingdom,GB,GBR,2011,,2026-01-28,99.42,95.13,18841901261.0314,49632.9274532181,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1881419918001.07,NA,NA,2675590034128.66,Developed,UK,NA
United Kingdom,GB,GBR,2012,,2026-01-28,85.71,93.84,16992419503.3559,44489.573668511,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1917807084417.9,NA,NA,2719715961539.83,Developed,UK,NA
United Kingdom,GB,GBR,2013,,2026-01-28,89.62,94.7,17925131548.3264,46591.1317521868,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1959540800023.18,NA,NA,2796908333283.39,Developed,UK,NA
United Kingdom,GB,GBR,2014,,2026-01-28,104.19,98.65,22768348601.132,53323.7096222019,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2164495429911.82,NA,NA,3085362169410.29,Developed,UK,NA
United Kingdom,GB,GBR,2015,,2026-01-28,102.87,100.47,18661804860.2849,51884.02522171,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2075698394889.29,NA,NA,2945579890258.46,Developed,UK,NA
United Kingdom,GB,GBR,2016,,2026-01-28,92.94,100.89,15983593230.1979,49079.8408764867,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1919582560205.4,NA,NA,2706807606538.73,Developed,UK,NA
United Kingdom,GB,GBR,2017,,2026-01-28,101.62,102.53,16360305655.1203,50207.1081917786,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1911236852490.35,NA,NA,2699118387873.1,Developed,UK,NA
United Kingdom,GB,GBR,2018,,2026-01-28,91.3,104.35,16313099715.5746,46430.4063246582,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2049657999641.22,NA,NA,2897028009916.05,Developed,UK,NA
United Kingdom,GB,GBR,2019,,2026-01-28,101.7,105.97,16590824084.4111,52508.5091923795,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2041065774187.62,NA,NA,2875710080015.3,Developed,UK,NA
United Kingdom,GB,GBR,2020,,2026-01-28,83.04,106.82,18625651133.7066,57936.2013004878,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,1964267732666.82,NA,NA,2724001478304.59,Developed,UK,NA
United Kingdom,GB,GBR,2021,,2026-01-28,90.1,106.53,22304747489.8572,65796.4884206512,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2305470800436.63,NA,NA,3194559188925.93,Developed,UK,NA
United Kingdom,GB,GBR,2022,,2026-01-28,94.33,105.24,21667647999.5659,82152.0798106102,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2305881971531.7,NA,NA,3181244350465.41,Developed,UK,NA
United Kingdom,GB,GBR,2023,,2026-01-28,NA,NA,22172948816.6197,66060.0851067496,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2477450106285.7,NA,NA,3420796653789.08,Developed,UK,NA
United Kingdom,GB,GBR,2024,,2026-01-28,NA,NA,23519500335.4917,66066.5953454876,Europe & Central Asia,London,-0.126236,51.5002,High income,Not classified,2670392462991.03,NA,NA,3686033044482.13,Developed,UK,NA
United States,US,USA,1990,,2026-01-28,67.17,72.17,NA,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,NA,NA,NA,5963144000000,Developed,USA,NA
United States,US,USA,1991,,2026-01-28,65.11,73.26,NA,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,NA,NA,NA,6158129000000,Developed,USA,NA
United States,US,USA,1992,,2026-01-28,73.53,75.22,NA,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,NA,NA,NA,6520327000000,Developed,USA,NA
United States,US,USA,1993,,2026-01-28,62.86,75.59,NA,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,NA,NA,NA,6858559000000,Developed,USA,NA
United States,US,USA,1994,,2026-01-28,78.65,77.75,NA,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,NA,NA,NA,7287236000000,Developed,USA,NA
United States,US,USA,1995,,2026-01-28,67.22,79.65,NA,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,NA,93743000000,11.8005229123474,7639749000000,Developed,USA,1.2270429303371093
United States,US,USA,1996,,2026-01-28,74.56,81.7,NA,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,NA,102196000000,12.0000751501829,8073122000000,Developed,USA,1.2658795444934439
United States,US,USA,1997,,2026-01-28,78.1,82.96,114674330000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,6159458536000,107047000000,11.4555052709643,8577554457000,Developed,USA,1.2479897450565378
United States,US,USA,1998,,2026-01-28,77.55,84.27,110022333000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,6563276616000,105095000000,11.2619925566582,9062818202000,Developed,USA,1.159628248714152
United States,US,USA,1999,,2026-01-28,77.8,86.8,110878031000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,7000885499000,109188000000,11.1813263616451,9631174489000,Developed,USA,1.1336935087689075
United States,US,USA,2000,,2026-01-28,79.88,88.49,117942832000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,7464581210000,118316000000,10.9252217529332,10250947997000,Developed,USA,1.1541956903364048
United States,US,USA,2001,,2026-01-28,77.73,89.11,119497180000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,7832476607000,105454000000,10.3858320759846,10581929774000,Developed,USA,0.9965479099956084
United States,US,USA,2002,,2026-01-28,74.57,89.46,106418069000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,8181938471000,97415000000,9.878865626537,10929112955000,Developed,USA,0.8913349180404733
United States,US,USA,2003,,2026-01-28,77.93,91.4,128432169000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,8546975401000,94814000000,9.22153708494622,11456442041000,Developed,USA,0.8276042392627856
United States,US,USA,2004,,2026-01-28,87.3,91.39,154606580000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,9060733083000,107210000000,9.17798755437151,12217193198000,Developed,USA,0.8775338022611501
United States,US,USA,2005,,2026-01-28,84.04,90.6,150016842000,NA,North America,Washington D.C.,-77.032,38.8895,High income,Not classified,9652356220000,116682000000,9.03456894509201,13039199193000,Developed,USA,0.8948555679910151
