iso2c,iso3c,country,year,country_group,is_thailand,gdp_current_usd,gdp_constant_2015_usd,gdp_pc_current_usd,gdp_pc_constant_2015,gdp_ppp_current,gdp_pc_ppp_current,population,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp,manufacturing_pct_gdp,gdp_growth_annual,gdp_pc_growth_annual,region,income,lending
BN,BRN,Brunei Darussalam,1996,ASEAN,FALSE,7663377306.04996,11433413507.5779,25692.2357348562,38331.6576177026,20881599212.7898,70007.6412879003,298276,0.892474457082103,64.6390237012655,36.3582456783223,0.901592812858857,-0.02731546585291733,-2.4006427841302136,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,1997,ASEAN,FALSE,7793034376.20807,12158742971.3512,25522.3975038009,39820.2107524086,22589252749.7736,73980.4112443911,305341,0.943620597174824,67.3060456717841,33.6400785671654,0.992530194204995,6.343944993265249,3.8833518486258933,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,1998,ASEAN,FALSE,5550846019.54348,11349316081.3304,17769.2463451942,36331.1813349886,21322422332.4975,68256.8699921491,312385,1.15034843728791,61.4253856362609,39.3140103555396,1.49413767005418,-6.657159312669048,-8.761956181281539,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,1999,ASEAN,FALSE,6309070377.5966,11832878906.9191,19752.2013255542,37045.9342568638,22545500717.3791,70584.609538742,319411,1.08055722659612,64.1790891245916,36.6300974517195,1.85091778701715,4.260722162669861,1.9673264001103696,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2000,ASEAN,FALSE,6570999087.56742,12244033143.1515,20130.2572346624,37509.5983847742,23857328634.2893,73086.9318257521,326424,1.06879058453918,66.2665822504809,34.5543710706822,2.45967144900584,3.47467627672573,1.2515924816351331,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2001,ASEAN,FALSE,6096155767.38145,12423538115.8353,18287.8272281914,37269.3099216587,24752160223.2825,74253.881783985,333345,1.18819267076199,62.7475892350944,37.9539611480668,2.29641462020682,1.4660608198712843,-0.6406052676187546,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2002,ASEAN,FALSE,6333082875.56937,12915688987.5154,18621.2922577525,37976.2627573601,26132586739.6003,76838.1757652928,340099,1.15449001142175,63.0811813132522,37.6540737570955,2.85753043785355,3.9614389000247385,1.8968766451201713,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2003,ASEAN,FALSE,7167725261.92713,13378513545.1324,20677.9001143188,38595.1688513702,27603457286.5475,79632.1722336263,346637,1.2372583372265,66.4844984729556,34.1679873818669,2.49651789485846,3.5834290997900142,1.629718274187364,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2004,ASEAN,FALSE,8619178773.51458,13392499225.471,24423.0946995548,37948.6590825194,28375370607.5638,80403.7579093987,352911,1.17049480864283,70.1910452305488,30.528204400637,2.11413731026859,0.10453837260335774,-1.6751054292326262,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2005,ASEAN,FALSE,10547202620.5286,13391973527.4748,29386.2703822862,37312.2778797122,29263918712.4255,81534.17153993,358916,0.974611267785546,73.153005169136,27.7621281199365,1.67224992845804,-0.003925316607078511,-1.67695306815292,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2006,ASEAN,FALSE,12644616418.691,13940831854.3091,34674.7995236452,38229.3565684183,31402712496.3186,86114.3370627638,364663,0.754742504053329,74.9262615378504,26.2087407606151,1.22691503528892,4.09841257308543,2.4578469630361033,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2007,ASEAN,FALSE,13432029484.4012,13416151463.6479,36217.3290706015,36174.516515486,31039593178.2262,83693.3213747729,370873,0.726342513402553,73.3951062711011,27.7682953911214,1.10446108253793,-3.763623262546001,-5.375031748846704,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2008,ASEAN,FALSE,15926456515.0049,12892826165.4277,42156.5685838672,34126.6941563969,30403543276.3409,80476.7247575811,377793,0.69216612734937,76.4320816379343,24.7654962427286,0.902506208937292,-3.9007110171511594,-5.660952947947329,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2009,ASEAN,FALSE,11912904509.8582,12647829762.7913,30946.4673773828,32855.6021602466,30009758603.4925,77957.1442764098,384952,0.979917546380161,67.2954813573315,33.6143461570051,1.22236131773069,-1.9002536720254648,-3.7246267989659354,East Asia & Pacific,High income,Not classified
