iso2c,iso3c,country,short_name,year,country_group,food_bev_tobacco,textiles_clothing,chemicals,machinery_transp,other_mfg,med_hitech_pct
LA,LAO,Lao PDR,Lao PDR,1999,ASEAN,45.6763469172897,22.0003850886128,2.72042163438849,8.08171706290988,21.5211292967991,8.27348553984535
LA,LAO,Lao PDR,Lao PDR,2000,ASEAN,41.8716767113587,20.32826136344,2.49382060695212,7.62245771760715,27.683783600642,10.2525291403282
LA,LAO,Lao PDR,Lao PDR,2001,ASEAN,41.8716767116666,20.3282613633038,2.49382060700591,7.62245771764893,27.6837836003748,10.2525291404583
LA,LAO,Lao PDR,Lao PDR,2002,ASEAN,41.7100634626414,20.3282613640177,2.49382060707186,7.62245771798049,27.8453968482885,10.2525291408446
LA,LAO,Lao PDR,Lao PDR,2003,ASEAN,41.3447135271541,20.3282613628609,2.49382060694352,7.62245771764126,28.2107467854001,10.2525291403794
LA,LAO,Lao PDR,Lao PDR,2004,ASEAN,41.0412246689358,20.328261363431,2.49382060698516,7.62245771789836,28.5142356427497,10.2525291406812
LA,LAO,Lao PDR,Lao PDR,2005,ASEAN,40.941394463932,20.3282613632294,2.49382060699388,7.62245771745352,28.6140658483911,10.252529140247301
LA,LAO,Lao PDR,Lao PDR,2006,ASEAN,40.857288908367,20.3282613633018,2.49382060697159,7.6224577177783,28.6981714035813,10.2525291405362
LA,LAO,Lao PDR,Lao PDR,2007,ASEAN,40.6997824443969,20.3282613629734,2.4938206068758,7.62245771777709,28.8556778679767,10.2525291404598
LA,LAO,Lao PDR,Lao PDR,2008,ASEAN,33.3560773865388,15.7184220039041,2.2667713817569,0.917711836714484,47.7410173910857,3.77477524561918
LA,LAO,Lao PDR,Lao PDR,2009,ASEAN,33.3560773854341,15.718422003887,2.26677138166745,0.917711836743002,47.7410173922684,3.77477524554896
LA,LAO,Lao PDR,Lao PDR,2010,ASEAN,33.3560773852565,15.7184220036972,2.2667713816923998,0.917711836713318,47.7410173926406,3.77477524554387
LA,LAO,Lao PDR,Lao PDR,2011,ASEAN,33.3560773857331,15.7184220038761,2.26677138172346,0.917711836715309,47.741017391952,3.77477524557722
LA,LAO,Lao PDR,Lao PDR,2012,ASEAN,33.3560773844061,15.7184220034076,2.26677138164859,0.917711836700782,47.7410173938369,3.77477524547142
LA,LAO,Lao PDR,Lao PDR,2013,ASEAN,33.3560773877264,15.7184220052738,2.26677138183692,0.917711836797861,47.7410173883651,3.77477524581395
LA,LAO,Lao PDR,Lao PDR,2014,ASEAN,33.3560773853417,15.7184220038287,2.26677138159528,0.917711836712052,47.7410173925223,3.77477524543575
LA,LAO,Lao PDR,Lao PDR,2015,ASEAN,33.3560773856466,15.7184220038399,2.2667713816742,4.35493230806367,44.3037969207756,3.77477524553712
LA,LAO,Lao PDR,Lao PDR,2016,ASEAN,33.3560778456374,15.7184218884072,2.26677152992052,0.91771189674315,47.7410168392917,3.77477549240763
LA,LAO,Lao PDR,Lao PDR,2017,ASEAN,33.3560778447435,15.7184218884022,2.26677152988959,0.91771189672488,47.7410168402399,3.77477549234693
LA,LAO,Lao PDR,Lao PDR,2018,ASEAN,NA,NA,NA,NA,NA,3.77477549234693
LA,LAO,Lao PDR,Lao PDR,2019,ASEAN,NA,NA,NA,NA,NA,3.77477549234693
LA,LAO,Lao PDR,Lao PDR,2020,ASEAN,NA,NA,NA,NA,NA,3.77477549234693
LA,LAO,Lao PDR,Lao PDR,2021,ASEAN,NA,NA,NA,NA,NA,3.77477549234693
LA,LAO,Lao PDR,Lao PDR,2022,ASEAN,NA,NA,NA,NA,NA,3.77477549234693
LA,LAO,Lao PDR,Lao PDR,2023,ASEAN,NA,NA,NA,NA,NA,NA
LA,LAO,Lao PDR,Lao PDR,2024,ASEAN,NA,NA,NA,NA,NA,NA
MY,MYS,Malaysia,Malaysia,1990,ASEAN,13.1618426416633,6.48471259682022,10.8006522625357,9.28903383611904,60.2637586628618,42.6090501426824
MY,MYS,Malaysia,Malaysia,1991,ASEAN,10.6040462427746,6.35035324341683,12.223506743738,10.5028901734104,60.3192035966602,47.4868336544637
MY,MYS,Malaysia,Malaysia,1992,ASEAN,10.7068577452349,5.98022735690475,11.1199749280606,9.02589817373714,63.1670417960626,47.4230035043733
MY,MYS,Malaysia,Malaysia,1993,ASEAN,9.96500869415881,5.57094028102765,10.2872530990085,9.60483915209888,64.5719587737062,48.2030879171467
MY,MYS,Malaysia,Malaysia,1994,ASEAN,9.3398207219575209,5.38621497213922,8.16986998304127,9.52333844787208,67.5807558749899,48.7305176451587
MY,MYS,Malaysia,Malaysia,1995,ASEAN,10.3382408924502,5.17431925016477,8.00129466988433,10.0616980635294,66.4244471239713,48.1984467315455
MY,MYS,Malaysia,Malaysia,1996,ASEAN,8.80380327208884,4.62017601735571,7.79469487715688,11.8158918846382,66.9654339487604,50.9499793118102
MY,MYS,Malaysia,Malaysia,1997,ASEAN,8.36785680002829,4.88637569278493,8.58876488508738,11.7797436506293,66.3772589714701,51.3898642469927
MY,MYS,Malaysia,Malaysia,1998,ASEAN,8.36785680036966,4.88637569298919,8.58876488549782,11.7797436502057,66.3772589709376,51.3898642466339
MY,MYS,Malaysia,Malaysia,1999,ASEAN,9.84451532065155,4.13589247066864,10.5730721038843,8.49789269848502,66.9486274063105,57.1881763298781
MY,MYS,Malaysia,Malaysia,2000,ASEAN,7.99147344786706,4.05538955628966,7.9346619448311,37.7817809872628,42.2366940637494,49.924153758753
MY,MYS,Malaysia,Malaysia,2001,ASEAN,8.82513718646847,3.79917162500263,8.23434182032252,37.9212833505035,41.2200660177028,49.633118180098
MY,MYS,Malaysia,Malaysia,2002,ASEAN,8.68306010928962,3.32422586520947,9.21402550091075,35.5783242258652,43.2003642987249,48.0346083788707
MY,MYS,Malaysia,Malaysia,2003,ASEAN,8.44196864411646,2.83203846059184,10.3083902831218,35.5194394992247,42.8981631129452,48.8108227842909
MY,MYS,Malaysia,Malaysia,2004,ASEAN,7.84562604715934,2.82941547656176,11.9450508801578,34.3011322013737,43.078775394747304,50.0148687560291
MY,MYS,Malaysia,Malaysia,2005,ASEAN,9.24541070975383,2.50317232044666,12.7383470095593,31.4753404957279,44.0377294645123,47.3817781913544
MY,MYS,Malaysia,Malaysia,2006,ASEAN,8.9767371305765309,2.34060918825976,14.6568936588641,30.4096701340362,43.6160898882634,48.952589515962
MY,MYS,Malaysia,Malaysia,2007,ASEAN,9.07170754393729,1.98721299779707,12.1660860895794,29.81220541664,46.9627879520463,46.1165830687257
MY,MYS,Malaysia,Malaysia,2008,ASEAN,11.2100410572709,1.90550783320301,12.2261337513926,26.7291549888115,47.929162369322,41.7645909829249
MY,MYS,Malaysia,Malaysia,2009,ASEAN,11.601793323302,2.28920002840222,11.7558292923138,28.9756071198934,45.3775702360886,41.3127280689078
MY,MYS,Malaysia,Malaysia,2010,ASEAN,11.9653206147259,1.94548644974717,11.5525460299304,27.8475606269294,46.6890862786672,40.7037079980506
MY,MYS,Malaysia,Malaysia,2011,ASEAN,11.965320614942,1.94548644967354,11.5525460303413,27.8475606278857,46.6890862771575,41.6568750322456
MY,MYS,Malaysia,Malaysia,2012,ASEAN,12.7262311336345,1.55210360740822,10.3824317873012,29.3695665479294,45.9696669237266,41.1749354289841
MY,MYS,Malaysia,Malaysia,2013,ASEAN,12.7262311332879,1.55210360722151,10.3824317871398,29.3695665478234,45.9696669245275,42.1122984830348
MY,MYS,Malaysia,Malaysia,2014,ASEAN,14.0876322388018,1.73350470273101,9.08363700220036,31.0555851907543,44.0396408655125,41.6267032701817
MY,MYS,Malaysia,Malaysia,2015,ASEAN,12.5273123411723,1.94494205388806,9.89875473614859,30.999633631536,44.6293572372551,43.1011106953922
MY,MYS,Malaysia,Malaysia,2016,ASEAN,12.5273123407821,1.9449420535486,9.89875473619138,30.9996336312179,44.6293572382601,44.1179581993433
MY,MYS,Malaysia,Malaysia,2017,ASEAN,12.5315896493077,2.0545557622139,9.51768799305954,31.4084860060107,44.4876805894082,44.013704066839
MY,MYS,Malaysia,Malaysia,2018,ASEAN,11.8827774652049,2.01961497022025,9.70345203040226,30.8034562281712,45.5906993060014,43.5723859695593
MY,MYS,Malaysia,Malaysia,2019,ASEAN,11.6233790445359,2.03862751714758,9.28962930028867,31.0023095296061,46.0460546084218,43.3175761438219
MY,MYS,Malaysia,Malaysia,2020,ASEAN,12.6718109087623,1.86732115367858,9.06819509392921,32.3279793197595,44.0646935238704,44.5944149150748
MY,MYS,Malaysia,Malaysia,2021,ASEAN,NA,NA,NA,NA,NA,44.5944149153129
MY,MYS,Malaysia,Malaysia,2022,ASEAN,10.9144810392096,1.60836059442055,7.81061555648979,27.8447271560959,51.8218156537841,44.5944149160573
MY,MYS,Malaysia,Malaysia,2023,ASEAN,NA,NA,NA,NA,NA,NA
MY,MYS,Malaysia,Malaysia,2024,ASEAN,NA,NA,NA,NA,NA,NA
MM,MMR,Myanmar,Myanmar,1990,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1991,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1992,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1993,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1994,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1995,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1996,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1997,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1998,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,1999,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2000,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2001,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2002,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2003,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2004,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2005,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2006,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2007,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2008,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2009,ASEAN,NA,NA,NA,NA,NA,11.0983362002991
MM,MMR,Myanmar,Myanmar,2010,ASEAN,NA,NA,NA,NA,NA,27.6009112523685
MM,MMR,Myanmar,Myanmar,2011,ASEAN,NA,NA,NA,NA,NA,15.610689424739
MM,MMR,Myanmar,Myanmar,2012,ASEAN,NA,NA,NA,NA,NA,11.65960129128
MM,MMR,Myanmar,Myanmar,2013,ASEAN,NA,NA,NA,NA,NA,4.50506245680004
MM,MMR,Myanmar,Myanmar,2014,ASEAN,14.0644052593205,45.9207806681899,11.6272348280521,12.4861516895564,15.9014275548811,24.2341648821621
MM,MMR,Myanmar,Myanmar,2015,ASEAN,11.1437407791543,50.7603656451878,12.8219018410416,10.6496814621482,14.6243102724681,23.6249574110086
MM,MMR,Myanmar,Myanmar,2016,ASEAN,2.50699049882838,50.686244787692,37.3598467714908,0.932110954229057,8.51480698775967,40.4392313151655
MM,MMR,Myanmar,Myanmar,2017,ASEAN,0.4407995371576,14.6125113998449,76.429973904323,0.215387565157008,8.30132759351757,76.6301242815221
MM,MMR,Myanmar,Myanmar,2018,ASEAN,1.35088682091624,16.7148349666031,73.0610437710228,0.153907707098011,8.71932673435986,73.25053875826
MM,MMR,Myanmar,Myanmar,2019,ASEAN,0.332825020980281,17.3976701926639,77.2461351429201,0.160417277484506,4.86295236595125,77.3678220763375
MM,MMR,Myanmar,Myanmar,2020,ASEAN,0.29339686754052,16.536637571767,78.6157136217819,0.0459348920998797,4.5083170468107,78.6216273064914
MM,MMR,Myanmar,Myanmar,2021,ASEAN,0.392351100569415,NA,92.579096937542,0.136971332991248,6.89158062889738,92.579096937542
MM,MMR,Myanmar,Myanmar,2022,ASEAN,0.511822306926846,NA,93.0886249047746,0.0681926061118334,6.33136018218673,92.579096937542
MM,MMR,Myanmar,Myanmar,2023,ASEAN,NA,NA,NA,NA,NA,NA
MM,MMR,Myanmar,Myanmar,2024,ASEAN,NA,NA,NA,NA,NA,NA
PH,PHL,Philippines,Philippines,1990,ASEAN,38.8741229496771,10.6756191626783,11.801960875424,3.85809209609219,34.7902049161284,24.5443984944937
PH,PHL,Philippines,Philippines,1991,ASEAN,32.7585586953308,10.9480185856229,14.0974266982553,3.53853959832362,38.6574564224673,28.5939728566806
PH,PHL,Philippines,Philippines,1992,ASEAN,31.3280143886496,9.91969557898336,15.0660904270144,4.89593126744234,38.7902683379103,29.7211827529441
PH,PHL,Philippines,Philippines,1993,ASEAN,34.7041059329909,10.1858079423001,14.002418872824,5.19933972393561,35.9083275279494,29.0102277270485
PH,PHL,Philippines,Philippines,1994,ASEAN,32.2588821713048,9.85401302679494,13.0336547068787,4.70367948202894,40.1497706129927,27.9538998867369
PH,PHL,Philippines,Philippines,1995,ASEAN,32.0144490164075,8.33079750540518,11.7101953480015,6.01497538576097,41.9295827444248,29.0174176481949
PH,PHL,Philippines,Philippines,1996,ASEAN,28.8794235722506,6.69538370152746,10.6165734015237,16.3431033462068,37.4655159784913,29.9861632456069
PH,PHL,Philippines,Philippines,1997,ASEAN,28.9107553289752,6.88660399109272,10.4505194721504,18.1555874582024,35.5965337495793,31.7297420181726
PH,PHL,Philippines,Philippines,1998,ASEAN,34.8013806475382,6.78701839922156,9.72096164853009,20.6606496776442,28.0299896270659,32.7086714472103
PH,PHL,Philippines,Philippines,1999,ASEAN,27.9621153717655,6.83293256317171,9.92626594360253,22.7860576137647,32.4926285076956,37.3159555387967
PH,PHL,Philippines,Philippines,2000,ASEAN,27.9621153711838,6.83293256316793,9.92626594352847,22.7860576138353,32.4926285082845,38.1344509566372
PH,PHL,Philippines,Philippines,2001,ASEAN,28.5200613864741,7.47326560402466,9.37767995620838,27.0741557730655,27.5548372802273,40.229319535496
PH,PHL,Philippines,Philippines,2002,ASEAN,28.520061385796,7.47326560411972,9.37767995615089,27.0741557731241,27.5548372808093,41.1068137682098
PH,PHL,Philippines,Philippines,2003,ASEAN,23.6781801307312,6.52633254336079,8.67553870157503,26.4840072604193,34.6359413639137,38.5326345234704
PH,PHL,Philippines,Philippines,2004,ASEAN,23.6781801311404,6.52633254323444,8.67553870149606,26.4840072600979,34.6359413640313,39.5515829411691
PH,PHL,Philippines,Philippines,2005,ASEAN,23.5465905805461,6.17591313566128,7.86843019809064,24.7649809151945,37.6440851705075,38.8651038639795
PH,PHL,Philippines,Philippines,2006,ASEAN,22.3418151340925,4.91714603726088,6.4623267467244,33.4340370706655,32.8446750112567,45.3125208973877
PH,PHL,Philippines,Philippines,2007,ASEAN,22.3688399948779,4.92309386159063,6.47014363546816,33.4744791844401,32.7634433236232,45.7253041884352
PH,PHL,Philippines,Philippines,2008,ASEAN,25.1128139736892,3.1447575679122,5.72332811505695,24.9389655230818,41.0801348202598,33.1154077877331
PH,PHL,Philippines,Philippines,2009,ASEAN,22.8077033330727,2.62464192571299,5.02476701366546,33.9506544064436,35.5922333211052,41.5376196003199
PH,PHL,Philippines,Philippines,2010,ASEAN,20.9410421674784,2.52404145998046,7.35259045047365,30.5284880199337,38.6538379021338,37.0594228452994
PH,PHL,Philippines,Philippines,2011,ASEAN,21.5285967422323,2.53221075385894,7.37638779049901,30.6272962994124,37.9355084139973,41.5185856306896
PH,PHL,Philippines,Philippines,2012,ASEAN,27.1697731090658,2.74005803735283,5.059628130382,48.190854308422,16.8396864147774,53.0366211461363
PH,PHL,Philippines,Philippines,2013,ASEAN,34.5828903543798,3.29974152240222,8.27178039250007,32.091003209339,21.7545845213789,41.163875194803
PH,PHL,Philippines,Philippines,2014,ASEAN,32.2330813203024,3.09359303409984,7.47242605701218,34.7935913577382,22.4073082308473,43.0309676929823
PH,PHL,Philippines,Philippines,2015,ASEAN,35.6254675501637,3.3194861378196,5.99939420338181,34.5502221981688,20.5054299104661,41.6787200407822
PH,PHL,Philippines,Philippines,2016,ASEAN,35.4374057670192,3.4089393661268,6.00980885903766,33.4841061026102,21.6597399052061,40.7822298366916
PH,PHL,Philippines,Philippines,2017,ASEAN,32.7461593975051,3.35388514060444,5.80499215366583,39.5519279101409,18.5430353980836,46.3621574289063
PH,PHL,Philippines,Philippines,2018,ASEAN,35.3074883153024,3.20083913615021,11.4768816694348,24.6278803984307,25.3869104806819,37.548063992733
PH,PHL,Philippines,Philippines,2019,ASEAN,37.8716163610953,2.3681174832539,5.17098540050242,19.5923731479451,34.9969076072033,26.464330330383
PH,PHL,Philippines,Philippines,2020,ASEAN,39.0672173291909,1.90419421095784,3.47219535762761,28.8420786997719,26.7143144024517,34.0397090631579
PH,PHL,Philippines,Philippines,2021,ASEAN,32.6388716294633,2.1327438511997,4.4593984625283,22.3613606609448,38.4076253958639,28.5648338001348
PH,PHL,Philippines,Philippines,2022,ASEAN,33.6835140496324,2.40279696790889,6.3655897715978,34.237016728425,23.3110824824358,28.954886379675
PH,PHL,Philippines,Philippines,2023,ASEAN,NA,NA,NA,NA,NA,NA
PH,PHL,Philippines,Philippines,2024,ASEAN,NA,NA,NA,NA,NA,NA
SG,SGP,Singapore,Singapore,1990,ASEAN,4.40236925193064,3.23469163902879,9.93361355349839,30.4307482544863,51.9985773010559,64.7593028497484
SG,SGP,Singapore,Singapore,1991,ASEAN,4.26303492255188,2.92097745447846,10.6128386956186,48.6884373444822,33.5147115828688,59.5442494612981
SG,SGP,Singapore,Singapore,1992,ASEAN,4.29535974847297,2.63672452493324,9.49920335936773,50.9244520037016,32.6442603635244,60.9247037202216
SG,SGP,Singapore,Singapore,1993,ASEAN,4.1049707024411,2.0935640466531,8.86643693471058,53.1483125794596,31.7867157367356,62.8366097717308
SG,SGP,Singapore,Singapore,1994,ASEAN,4.07024924631078,1.66366407572519,8.78657959163534,54.3760423572928,31.1034647290359,64.1836957436119
SG,SGP,Singapore,Singapore,1995,ASEAN,3.64027949449814,1.26650387972113,9.12556657505601,56.6879966185817,29.279653432143,67.4457643458289
SG,SGP,Singapore,Singapore,1996,ASEAN,3.54666647988477,0.987644458379769,9.25020146889001,57.396142750015,28.8193448428305,68.6753392424023
SG,SGP,Singapore,Singapore,1997,ASEAN,3.57472342368404,0.944423260760375,10.1625137225815,56.4805944242843,28.8377451686898,68.9265002097805
SG,SGP,Singapore,Singapore,1998,ASEAN,3.51462844788383,1.167619843699,13.1656261508878,52.1181833346818,30.0339422228476,68.0066501828527
SG,SGP,Singapore,Singapore,1999,ASEAN,3.37830856787753,1.15066087124294,12.3621979323774,54.5672227005778,28.5416099279243,70.1626635586708
SG,SGP,Singapore,Singapore,2000,ASEAN,2.54720099949092,0.957492034420965,14.1616284386222,56.8591217448966,25.4745567825692,74.1997650434344
SG,SGP,Singapore,Singapore,2001,ASEAN,3.12919488841511,1.01171013301473,16.5320313581712,53.0989782218215,26.2280853985774,72.7090435106216
SG,SGP,Singapore,Singapore,2002,ASEAN,2.77153718950258,0.865731846314658,21.5691232603445,49.6180655464099,25.1755421574283,73.8327209052278
SG,SGP,Singapore,Singapore,2003,ASEAN,2.7043466572954,0.836386859928192,24.4167685273433,47.3227122985228,24.7197856569104,74.8849498532988
SG,SGP,Singapore,Singapore,2004,ASEAN,2.52662249966174,0.703048984553049,28.8966527103698,46.2419698325583,21.6317059728571,76.8385802027273
SG,SGP,Singapore,Singapore,2005,ASEAN,2.29567636586523,0.619637563633531,25.315181473064,49.6859970955827,22.0835075018545,76.7202677512217
SG,SGP,Singapore,Singapore,2006,ASEAN,2.28293988517571,0.51719023175605106,28.600306846719,47.7391573426637,20.8604056936855,77.7996825559231
SG,SGP,Singapore,Singapore,2007,ASEAN,2.26663937689935,0.562103516970547,31.6461195496731,45.4026577677177,20.1224797887392,78.3539807698535
SG,SGP,Singapore,Singapore,2008,ASEAN,3.13297791233779,0.521070614130275,21.0996880657505,53.8386324626425,21.4076309451389,74.5631338561831
SG,SGP,Singapore,Singapore,2009,ASEAN,3.64091040382064,0.343501592017578,25.0408455270202,53.2002683331624,17.7744741439792,71.1140868220921
SG,SGP,Singapore,Singapore,2010,ASEAN,3.86273475845264,0.272599205378646,21.9050648618206,57.6300729124087,16.3295282619394,75.9920687303204
SG,SGP,Singapore,Singapore,2011,ASEAN,4.35735134599701,0.31596692041343,27.3935659240295,53.0610771160414,14.8720386935187,77.2736001239364
SG,SGP,Singapore,Singapore,2012,ASEAN,4.73718185846219,0.326857895768077,28.1951090950738,51.0294689077773,15.7113822429186,76.2838088761689
SG,SGP,Singapore,Singapore,2013,ASEAN,4.79243102274841,0.335479481769241,23.7042682114387,55.4729816336026,15.694839650441,75.9348999790546
SG,SGP,Singapore,Singapore,2014,ASEAN,5.35489509738077,0.274592306991708,23.7291372139229,55.4791586029641,15.1622167787404,75.8814724281847
SG,SGP,Singapore,Singapore,2015,ASEAN,5.4534486666832,0.254288700680723,26.6806444318531,50.2725281610936,17.3390900396894,74.847165988133
SG,SGP,Singapore,Singapore,2016,ASEAN,5.39695889634535,0.232226618687062,33.4694551183441,43.4696121632725,17.4317472033511,75.4231282921435
SG,SGP,Singapore,Singapore,2017,ASEAN,5.04333078179771,0.212794225453026,27.3635954446551,51.9740279662436,15.4062515818505,78.5716846127932
SG,SGP,Singapore,Singapore,2018,ASEAN,3.95111741262525,0.167160596444053,24.7684650484485,59.2644817221336,11.8487752203486,83.7270701945211
SG,SGP,Singapore,Singapore,2019,ASEAN,4.76979862831912,0.186315566542273,18.456043680934,62.489580763779,14.0982613604257,80.5775174376811
SG,SGP,Singapore,Singapore,2020,ASEAN,4.45660614179139,0.13747094407341,22.0064904130178,58.7521757918317,14.6472567092858,80.6582949692966
SG,SGP,Singapore,Singapore,2021,ASEAN,3.6260944429745,0.112770735467448,20.0225602160493,61.4773698955899,14.7612047099189,81.2745525025105
SG,SGP,Singapore,Singapore,2022,ASEAN,3.38850395650654,0.118901189885233,16.859858636432,65.0794731107932,14.5532631063831,82.3295378566117
SG,SGP,Singapore,Singapore,2023,ASEAN,NA,NA,NA,NA,NA,NA
SG,SGP,Singapore,Singapore,2024,ASEAN,NA,NA,NA,NA,NA,NA
TH,THA,Thailand,Thailand,1990,ASEAN,23.726955521985,29.6639012003076,1.59370230766687,10.0088726649447,35.0065683050958,20.8964276441562
TH,THA,Thailand,Thailand,1991,ASEAN,9.25737538148525,9.48132384817516,2.77473228632333,16.4600924790939,62.0264760049223,26.5234846333488
TH,THA,Thailand,Thailand,1992,ASEAN,9.25737260838246,9.48132100818148,2.77473145514884,16.460087548284,62.0264873800032,26.5234766881632
TH,THA,Thailand,Thailand,1993,ASEAN,19.9578991777595,17.7937499176002,2.01835648585579,13.1752941124769,47.0547003063077,20.6847755867967
TH,THA,Thailand,Thailand,1994,ASEAN,16.1006696009512,17.9829575085004,2.31085337616554,22.7763407663906,40.8291787479922,30.8852917249004
TH,THA,Thailand,Thailand,1995,ASEAN,16.1006863936423,17.9829762645198,2.31085578641134,22.7763645216883,40.8291170337383,30.8853239377648
TH,THA,Thailand,Thailand,1996,ASEAN,21.4298738458579,8.63192084508848,5.8990486342652,26.1284944857656,37.9106621890228,37.0637903949731
TH,THA,Thailand,Thailand,1997,ASEAN,21.432686748272,8.63305387774794,5.8998229480248,26.1319241321868,37.9025122937685,37.2394948748559
TH,THA,Thailand,Thailand,1998,ASEAN,24.80896599091,12.3632477963198,4.37999307280057,26.7775786333893,31.6702145065803,34.640395216011
TH,THA,Thailand,Thailand,1999,ASEAN,24.721484561366,12.3727290752044,4.38335205554818,26.7981141505107,31.7243201573707,34.727415917137
TH,THA,Thailand,Thailand,2000,ASEAN,17.6993340689786,12.4123957836836,6.16073353386366,25.8830403067227,37.8444963067514,37.7827414656724
TH,THA,Thailand,Thailand,2001,ASEAN,17.699334069648,12.4123957837687,6.16073353393984,25.8830403068823,37.8444963057612,37.8626687585131
TH,THA,Thailand,Thailand,2002,ASEAN,17.1034986350261,7.88148441188861,5.84604304536781,33.5118515193825,35.657122388335,41.9554789615166
TH,THA,Thailand,Thailand,2003,ASEAN,17.1034986351509,7.88148441180501,5.84604304534253,33.5118515191263,35.6571223885752,42.0332970538406
TH,THA,Thailand,Thailand,2004,ASEAN,17.1034986351922,7.88148441209241,5.84604304548436,33.5118515205066,35.6571223867244,42.0332970553835
TH,THA,Thailand,Thailand,2005,ASEAN,15.6955276787898,8.81313851146332,6.32084672746897,35.4356336966685,33.7348533856095,46.2675712538194
TH,THA,Thailand,Thailand,2006,ASEAN,15.6955276784276,8.81313851126592,6.32084672752814,35.4356336963486,33.7348533864298,46.1568711478369
TH,THA,Thailand,Thailand,2007,ASEAN,15.6955276787852,8.81313851146213,6.32084672787214,35.4356336967911,33.7348533850894,46.267571254354
TH,THA,Thailand,Thailand,2008,ASEAN,15.6955276786061,8.81313851143299,6.32084672759718,35.4356336974164,33.7348533849474,46.2675712547148
TH,THA,Thailand,Thailand,2009,ASEAN,19.0245937211232,6.44782591438426,5.38355827557746,33.0443955862788,36.0996265026362,43.84136392385
TH,THA,Thailand,Thailand,2010,ASEAN,19.0245937206275,6.4478259143891,5.38355827558736,33.0443955868795,36.0996265025165,43.8413639244794
TH,THA,Thailand,Thailand,2011,ASEAN,19.9659338070454,6.76686542142547,5.64993764155944,30.5062668656932,37.1109962642764,40.2419060107947
TH,THA,Thailand,Thailand,2012,ASEAN,20.1013177742894,6.8127498310569,5.68824844530416,30.7131221756576,36.684561773692,40.7085043751934
TH,THA,Thailand,Thailand,2013,ASEAN,20.1013177749778,6.81274983129598,5.68824844551541,30.7131221766937,36.6845617715171,40.7085043765886
TH,THA,Thailand,Thailand,2014,ASEAN,19.9896203859968,6.00484907123953,7.67638779717726,30.2595095835291,36.0696331620573,41.3556749808981
TH,THA,Thailand,Thailand,2015,ASEAN,19.9896203854882,6.00484907111314,7.67638779698172,30.2595095826088,36.0696331638082,41.3556749797105
TH,THA,Thailand,Thailand,2016,ASEAN,19.4503914123413,5.84286557485915,7.46931379411563,29.4432457433493,37.7941834753346,40.1269128710307
TH,THA,Thailand,Thailand,2017,ASEAN,NA,NA,NA,NA,NA,41.3556749804313
TH,THA,Thailand,Thailand,2018,ASEAN,NA,NA,NA,NA,NA,41.3556749810249
TH,THA,Thailand,Thailand,2019,ASEAN,NA,NA,NA,NA,NA,41.3556749806428
TH,THA,Thailand,Thailand,2020,ASEAN,NA,NA,NA,NA,NA,41.3556749806428
TH,THA,Thailand,Thailand,2021,ASEAN,17.4738706414166,2.07585075018977,8.07640629492142,22.3950418778941,49.9788304355782,41.3556749806428
TH,THA,Thailand,Thailand,2022,ASEAN,NA,NA,NA,NA,NA,41.3556749806428
TH,THA,Thailand,Thailand,2023,ASEAN,NA,NA,NA,NA,NA,NA
TH,THA,Thailand,Thailand,2024,ASEAN,NA,NA,NA,NA,NA,NA
GB,GBR,United Kingdom,UK,1990,Developed,13.3991734958325,5.30223436296141,11.4029558030399,23.1491209637879,46.7465153743784,44.7573019541921
GB,GBR,United Kingdom,UK,1991,Developed,14.5832729591097,5.27863911670096,11.9961167299389,22.0498739386212,46.0920972556293,44.4431564610079
