iso2c,iso3c,country,short_name,year,country_group,empl_agri,empl_ind,empl_svc,empl_agri_fe,empl_ind_fe,empl_svc_fe,empl_agri_ma,empl_ind_ma,empl_svc_ma,labor_force,labor_force_fe,lfp_rate,lfp_rate_fe,lfp_rate_ma
BN,BRN,Brunei Darussalam,Brunei,2001,ASEAN,1.8393756791465,19.4033389311469,78.7572853897066,0.639092993446589,11.3303605278836,88.0287411312307,2.52762975096937,24.0404752524519,73.4318949965787,160781,37.0777641636761,68.51,55.678,79.276
BN,BRN,Brunei Darussalam,Brunei,2002,ASEAN,1.79710182081536,19.4476667798935,78.754590492793,0.621150524313855,11.2505016313925,88.1283478442936,2.47984116050083,24.2068155111633,73.3133433283358,165377,37.3207882595524,68.36,55.83,78.904
BN,BRN,Brunei Darussalam,Brunei,2003,ASEAN,1.7637984123316,19.4935949884141,78.7432311737629,0.606285781838448,11.1597115498286,88.2323138499991,2.44211861718998,24.3835236282905,73.1743577545195,169865,37.5598269213787,68.185,55.963,78.497
BN,BRN,Brunei Darussalam,Brunei,2004,ASEAN,1.73192633369301,19.3438065802228,78.9242670860842,0.59275269767975,11.0084983052513,88.398748997069,2.40759085523377,24.2876289260533,73.304780218713,174224,37.7961704472403,67.994,56.076,78.076
BN,BRN,Brunei Darussalam,Brunei,2005,ASEAN,1.70338053688075,19.2127974061889,79.0838220569303,0.580396896069202,10.8526268922529,88.5685663401603,2.37663971934106,24.2249466137889,73.3974603416717,178441,38.0389036152005,67.792,56.173,77.653
BN,BRN,Brunei Darussalam,Brunei,2006,ASEAN,1.67016684167542,19.2468790106172,79.0835375102088,0.567136962803851,10.8204169306609,88.6109007742115,2.33811264173929,24.3557304844907,73.3052197544747,182482,38.2941879199044,67.571,56.255,77.209
BN,BRN,Brunei Darussalam,Brunei,2007,ASEAN,1.63636154923434,18.7535872534839,79.6100511972817,0.552303270177128,10.7104696835167,88.7372270463062,2.30564395661492,23.7124115087355,73.9828723591794,185717,38.6744347582612,67.251,56.329,76.621
BN,BRN,Brunei Darussalam,Brunei,2008,ASEAN,1.61294891478622,18.6653371782742,79.7217139069396,0.541198556803849,10.634771640609,88.8225631398316,2.28751834722645,23.7189251063908,73.9935565463827,188400,39.1533970276009,66.9,56.426,75.975
BN,BRN,Brunei Darussalam,Brunei,2009,ASEAN,1.57138230268375,18.2501479802097,80.1784697171065,0.522827267013314,10.56368207531,88.9134906576767,2.24343106514843,23.1833434182298,74.5723087078497,191439,39.6073945225372,66.665,56.589,75.479
BN,BRN,Brunei Darussalam,Brunei,2010,ASEAN,1.54471500117938,18.1575324055535,80.2977525932671,0.513325656571262,10.5023654601201,88.9829215166692,2.21917783362517,23.1625552299471,74.6182669364277,194946,40.0387799698378,66.558,56.829,75.148
BN,BRN,Brunei Darussalam,Brunei,2011,ASEAN,1.52174147081938,18.3642490337722,80.1145477838664,0.506038728830713,10.5647392213751,88.9292220497942,2.19575535058655,23.5398943315125,74.2643503179009,198704,40.3751308478944,66.505,57.074,74.883
BN,BRN,Brunei Darussalam,Brunei,2012,ASEAN,1.4907917019475,18.3403895004234,80.1688187976291,0.49255879673036,10.5510584071731,88.9577033290636,2.15838139058402,23.5505550502062,74.2910635592098,202249,40.5475428803109,66.382,57.224,74.516
BN,BRN,Brunei Darussalam,Brunei,2013,ASEAN,1.46018137538656,18.0462773197328,80.4935413048807,0.477580948673026,10.4600609953929,89.0623580559341,2.12027689142299,23.1425781590556,74.7371449495214,205548,40.643061474692,66.184,57.304,74.04
BN,BRN,Brunei Darussalam,Brunei,2014,ASEAN,1.43175261125139,17.8495939767649,80.7191676909389,0.464552357858465,10.3681960308851,89.1672516112565,2.08455362987975,22.8990800399683,75.0163663301519,208771,40.7446436526146,65.946,57.355,73.519
BN,BRN,Brunei Darussalam,Brunei,2015,ASEAN,1.40279843974459,17.2558522358378,81.3408381004964,0.452488687782805,9.94211178240097,89.6053995298162,2.04908533706467,22.2240344747663,75.7277386235847,211934,40.850453443053,65.682,57.383,72.971
BN,BRN,Brunei Darussalam,Brunei,2016,ASEAN,1.38015205064965,16.5826743624298,82.0371735869206,0.442112118631331,9.44341465858424,90.1144732227844,2.02138680319518,21.4630011729352,76.5147558668162,215000,40.9609302325581,65.421,57.411,72.432
BN,BRN,Brunei Darussalam,Brunei,2017,ASEAN,1.35853484596359,16.1274170135499,82.5140481404865,0.43175642982097,9.05944094986415,90.5088026203149,1.99637953412118,20.9910171459799,77.0117494364369,218025,41.078775369797,65.191,57.458,71.94
BN,BRN,Brunei Darussalam,Brunei,2018,ASEAN,1.06078162346131,19.4043526953453,79.5353504991201,0.52959653266454,8.81078185492707,90.6596216124084,1.41227462417221,26.4142887066368,72.173436669191,225919,40.4454693938978,66.433,57.72,74.021
BN,BRN,Brunei Darussalam,Brunei,2019,ASEAN,1.95358268413174,20.7629732715456,77.2834440443227,0.688698470377372,9.07952564511773,90.230548257998,2.76078185592855,28.2188883230836,69.0203298209879,223877,39.5114281502789,64.793,55.057,73.255
BN,BRN,Brunei Darussalam,Brunei,2020,ASEAN,1.3364980477307,23.7151371884433,74.948364763826,0.632144094215449,9.59597209164234,89.7731208867336,1.78527795950217,32.7119672738451,65.5027547666527,224330,39.5573485490126,63.954,54.472,72.176
BN,BRN,Brunei Darussalam,Brunei,2021,ASEAN,1.40573688866656,23.566819977675,75.0269799584069,0.293178862749734,9.17366118926587,90.5319777751507,2.12244214117629,32.8388329995202,65.0387248593035,227037,39.8265480956848,63.895,54.791,71.79
BN,BRN,Brunei Darussalam,Brunei,2022,ASEAN,1.51653421258994,21.4708593388149,77.0126064485951,0.958663566038631,9.37188552987518,89.6694509040862,1.86800618931222,29.0935049596723,69.0384888510155,230003,38.9625352712791,64.083,53.7,73.105
BN,BRN,Brunei Darussalam,Brunei,2023,ASEAN,1.27134852951104,20.450034877703,78.2786165927859,0.995740696333345,11.0273714501045,87.9768878535622,1.4506101772968,26.5789219582123,71.9704678644909,234630,39.420363977326,64.733,54.827,73.359
BN,BRN,Brunei Darussalam,Brunei,2024,ASEAN,1.23655122249443,20.4466042812964,78.3168444962091,0.96367847257527,10.9495565723324,88.0867649550923,1.41470466749277,26.6470466749277,71.9382486575795,236334,39.5148391682957,64.509,54.71,73.057
KH,KHM,Cambodia,Cambodia,1991,ASEAN,75.3344172007755,7.39399959487846,17.271583204346,77.1247605010223,6.34656784855207,16.5286716504257,73.3661099071131,8.54554832054671,18.0883417723402,3412853,52.4576358841122,79.936,77.389,82.949
KH,KHM,Cambodia,Cambodia,1992,ASEAN,75.0835799600218,7.47240017799501,17.4440481151599,76.7748188644698,6.65595401482948,16.5692271207008,73.2468775489997,8.35906889902071,18.3940535519796,3566092,52.1497201979085,79.919,77.337,82.937
KH,KHM,Cambodia,Cambodia,1993,ASEAN,75.2598686998904,7.3520520622503,17.3881059781366,76.9347735629286,6.76457257943512,16.3006538576363,73.4554635012068,7.98493555115497,18.5595454002605,3767309,51.9471060112138,79.944,77.377,82.917
KH,KHM,Cambodia,Cambodia,1994,ASEAN,77.7362280439335,4.84862349572506,17.4151735996762,80.1216211685021,3.78860238643821,16.0897285438512,75.1015897251139,6.01935984585766,18.8790504290284,4017853,52.5916702278555,80.512,78.807,82.491
KH,KHM,Cambodia,Cambodia,1995,ASEAN,77.5342557314125,4.99549068351142,17.4702302146874,79.9900709219858,4.16564716312057,15.8442819148936,74.7954811833791,5.92099831975477,19.2835204968662,4320977,52.831847982528,80.497,78.774,82.519
KH,KHM,Cambodia,Cambodia,1996,ASEAN,77.3068517976216,4.95545462504642,17.737693577332,79.7757604636293,4.24336465193186,15.9809156108349,74.5284350588757,5.75681383611594,19.7147511050083,4682363,53.056266675608,80.516,78.837,82.503
KH,KHM,Cambodia,Cambodia,1997,ASEAN,71.7933053464256,7.60043830719381,20.6062563463806,74.6338261492378,6.12078171106247,19.2453921396997,68.5586763846916,9.28541195791113,22.1559539832897,5085513,53.2438517018834,80.548,78.936,82.467
KH,KHM,Cambodia,Cambodia,1998,ASEAN,77.542249211593,4.22958606831932,18.2281647200877,83.0155896385772,3.48562941641717,13.4987809450057,71.317214850147,5.0757157369007,23.6070694129523,5386770,53.2131685592665,80.543,78.92,82.472
KH,KHM,Cambodia,Cambodia,1999,ASEAN,75.5027150331011,6.90143080606521,17.5958360624229,77.8143539347083,7.02115087271258,15.164460977278,72.9068674649726,6.76699153717824,20.3261409978491,5565808,52.8986447250785,80.432,78.595,82.601
KH,KHM,Cambodia,Cambodia,2000,ASEAN,73.4763124625374,8.53602337139104,17.9876466704201,74.8203023184722,9.67223357413694,15.5074976268241,72.0088699813568,7.29544621100718,20.6956472092644,5758610,52.2008957022615,80.429,77.834,83.469
KH,KHM,Cambodia,Cambodia,2001,ASEAN,68.9337932883398,11.0009742055553,20.0652494311493,68.5765691501513,12.730590617655,18.6928073640434,69.3129947319314,9.16479235826495,21.5222129098036,5954751,51.5008436121007,80.426,77.074,84.32
KH,KHM,Cambodia,Cambodia,2002,ASEAN,67.7764007303217,10.9340301335594,21.2895855360489,67.8604467702025,12.1661053472853,19.9734478825122,67.6895605943466,9.66148351957924,22.6489558860741,6150602,50.8154811512759,80.423,76.315,85.158
KH,KHM,Cambodia,Cambodia,2003,ASEAN,66.1284259655608,11.5683164135322,22.3032894230518,66.4022024730256,12.5844684047735,21.0133291222009,65.8530066445766,10.5462599100129,23.6007334454105,6346615,50.15382215559,80.42,75.559,85.985
KH,KHM,Cambodia,Cambodia,2004,ASEAN,64.3018482089102,12.0960617283704,23.6020900627194,64.9136786435246,12.7223894402802,22.3639009594426,63.6966586644456,11.4765322620156,24.8268396942825,6561970,49.7254635421985,80.624,75.325,86.653
KH,KHM,Cambodia,Cambodia,2005,ASEAN,62.1289991226324,13.1695481147033,24.7014527626642,62.9119087298205,13.6144241120785,23.473697381616,61.3668847579881,12.7364821726674,25.8966330693446,6779458,49.3167447899227,80.826,75.101,87.302
KH,KHM,Cambodia,Cambodia,2006,ASEAN,60.1059275228179,14.0178673277992,25.8762051493829,61.1824040347436,14.0692218076713,24.7483741575851,59.0734213310551,13.9686387887772,26.957968169191,7006763,48.9352358571283,81.027,74.887,87.936
KH,KHM,Cambodia,Cambodia,2007,ASEAN,58.1269583303793,14.720379752659,27.1526619169617,59.5518308035393,14.2810157542623,26.1671534421984,56.779847064594,15.1357574448487,28.0843682865647,7242199,48.5642551385291,81.226,74.683,88.551
KH,KHM,Cambodia,Cambodia,2008,ASEAN,55.9205956052938,15.6742832931001,28.4051350118975,55.427259093048,15.9183103423497,28.6544305646023,56.3761014416562,15.448957451277,28.1749411070667,7248715,48.0253120725535,78.939,71.971,86.695
KH,KHM,Cambodia,Cambodia,2009,ASEAN,58.0385806130704,15.6234902647986,26.3379421160864,58.1031090658182,16.0480700881945,25.8488208459872,57.9750923448569,15.205754575224,26.8191530799191,7740705,49.5831710419141,82.016,77.375,87.158
KH,KHM,Cambodia,Cambodia,2010,ASEAN,54.7856798406129,15.9732644215951,29.2410557377919,55.8395175187236,15.326959335103,28.8335231461735,53.7188531397004,16.6275107785856,29.6536113516794,8200397,50.3182711763833,84.751,81.275,88.589
KH,KHM,Cambodia,Cambodia,2011,ASEAN,56.5476625894053,16.4718076152095,26.9805179010436,57.2668714743191,16.9479871432884,25.7851413823925,55.8216719201584,15.9911221248008,28.1872059550408,8456181,50.1843089687886,85.439,81.841,89.397
KH,KHM,Cambodia,Cambodia,2012,ASEAN,53.1992385480892,17.7580846699697,29.0426647890614,54.2874529521509,17.6620040769543,28.0505429708948,52.1365221790108,17.8519193142269,30.0115348018674,8380559,49.4027904343851,82.987,78.356,88.07
KH,KHM,Cambodia,Cambodia,2013,ASEAN,49.5226832007277,19.282656377681,31.1946604215913,50.9177515921694,18.605088960163,30.477134313773,48.2120788393872,19.919190430923,31.8687071177306,8249987,48.4777127527595,80.219,74.402,86.589
KH,KHM,Cambodia,Cambodia,2014,ASEAN,45.9960169105092,23.7681167759175,30.2358663135732,47.3218723257498,23.6124125348287,29.0657151394215,44.7532680459535,23.9140612481393,31.3326707059072,8400442,48.383608862486,80.293,74.39,86.745
KH,KHM,Cambodia,Cambodia,2015,ASEAN,42.4684239936853,24.9213861091188,32.6102017562834,44.6238836379989,24.3147983053388,31.0613180566623,40.4707379716291,25.4835569610997,34.0457050672711,8465622,48.1314308623749,79.603,73.417,86.354
KH,KHM,Cambodia,Cambodia,2016,ASEAN,37.5402628887708,25.7634256473618,36.696322866151,40.379023623042,24.3998313397436,35.2211686062832,34.879876059235,27.0413383270117,38.0788077018566,8833454,48.4438137109221,81.735,75.918,88.076
KH,KHM,Cambodia,Cambodia,2017,ASEAN,38.206389128721,25.4909057699602,36.3027275126302,40.2121133772131,24.4799704669073,35.3079161558796,36.2846326632128,26.4595093867411,37.2558579500461,8936644,48.9475803220985,81.409,76.417,86.849
KH,KHM,Cambodia,Cambodia,2018,ASEAN,38.999256028288,25.016855094889898,35.9839108164185,40.4337662757117,23.8059842762697,35.7602494480186,37.6259996070816,26.1759694940692,36.1979879569421,9127738,48.9245309188322,81.911,76.845,87.432
KH,KHM,Cambodia,Cambodia,2019,ASEAN,39.8680962570644,24.4731410912226,35.658762651713,40.7582956082216,23.0037241240578,36.2379802677206,39.0173016713566,25.8775141658444,35.105184162799,9329147,48.8839226137181,82.422,77.289,88.011
KH,KHM,Cambodia,Cambodia,2020,ASEAN,36.8999777254893,25.1450484861575,37.9549737883533,39.4044688544915,23.2641600658569,37.3313710796516,34.5126984579073,26.9379146600556,38.5493868820371,9480039,48.8201683558475,82.238,77.09,87.833
KH,KHM,Cambodia,Cambodia,2021,ASEAN,37.1315873016896,26.4143976143543,36.4540258308825,39.6320832073133,23.5228132081313,36.8450812965638,34.803129342201,29.1070125864808,36.0898580713182,9341945,48.2283721430601,79.51,73.711,85.799
KH,KHM,Cambodia,Cambodia,2022,ASEAN,36.1906415430912,27.0439382363786,36.765430397567,38.6449737790909,24.0642597163186,37.2907665045905,33.8593873960542,29.8741359596746,36.2664568006626,9850128,48.7095497642264,82.338,77.173,87.927
KH,KHM,Cambodia,Cambodia,2023,ASEAN,35.304617697339,27.5630254285235,37.1323568741375,37.6920304490179,24.5395251043483,37.7684444466338,33.0372282993788,30.4345241146819,36.5282475859392,10027889,48.6872561114308,82.348,77.22,87.885
KH,KHM,Cambodia,Cambodia,2024,ASEAN,34.1649557689114,28.4335285509441,37.4015058521057,36.4329926616065,25.4514754683261,38.1155520504477,32.0117915703721,31.2645782934945,36.7236301361334,10200782,48.6779837075236,82.373,77.299,87.842
ID,IDN,Indonesia,Indonesia,1991,ASEAN,47.6552936266812,14.393036446543,37.9516608991582,47.0991348169519,12.1050650837305,40.7957967005917,47.9953776877898,15.7920943772024,36.2125237784765,79624184,38.0871356873183,65.946,49.54,82.817
ID,IDN,Indonesia,Indonesia,1992,ASEAN,46.937789084465,14.8746301472497,38.1875895302698,46.3090856480463,12.5351063468494,41.1558080051043,47.3297828035088,16.3333266001211,36.3368966928399,82135691,38.4986473176442,66.316,50.38,82.69
ID,IDN,Indonesia,Indonesia,1993,ASEAN,46.0823797916019,15.4435749744817,38.4740427660865,45.3226194965213,13.1023987574461,41.5749752603452,46.5490391853296,16.8815637928804,36.56939702179,83361608,38.1490217895029,65.625,49.426,82.253
ID,IDN,Indonesia,Indonesia,1994,ASEAN,45.0750433614673,16.2377931194746,38.6871647208644,44.108493693112,14.0492399035462,41.842266403341704,45.6697453643947,17.5843816693238,36.7458729662815,87006941,38.4035039227503,66.798,50.671,83.334
ID,IDN,Indonesia,Indonesia,1995,ASEAN,43.977317972511,17.2285775873946,38.7940950398737,42.6951366859205,15.4013495996599,41.9035137144196,44.7631374698066,18.3484367531259,36.888427672236,89218352,38.3622755103121,66.834,50.673,83.386
ID,IDN,Indonesia,Indonesia,1996,ASEAN,43.1125537326424,18.3668123096037,38.5206236114548,41.6727934876659,17.3189180926778,41.0082884196562,43.9914362485921,19.006482500555,37.0020831021866,91432137,38.3195855960361,66.87,50.674,83.438
ID,IDN,Indonesia,Indonesia,1997,ASEAN,42.6095983129829,19.0428992312579,38.3475024557593,41.0761230537018,18.5820440697382,40.3418328765599,43.5326727799079,19.3203080812971,37.1470173288943,92859996,37.9602687038668,66.338,49.829,83.205
ID,IDN,Indonesia,Indonesia,1998,ASEAN,45.061151322047,16.5668829068041,38.3719657711489,44.558054701996,14.5136956724225,40.9282496255815,45.3732821236657,17.8407192096795,36.7859986666548,95861387,38.5566265591379,66.93,51.093,83.091
ID,IDN,Indonesia,Indonesia,1999,ASEAN,45.2595697154355,16.4019992523949,38.3384386266954,45.0137979246981,14.4520207740296,40.5341813012723,45.411559167478,17.6079345764843,36.9805167913838,98429095,38.4270870315327,67.221,51.171,83.583
ID,IDN,Indonesia,Indonesia,2000,ASEAN,45.3480777562457,16.2989241868533,38.352998056901,45.4353871347934,14.3421021622407,40.2225107029659,45.2940699271384,17.5093827004626,37.196547372399,101308307,38.4751489332459,67.756,51.67,84.135
ID,IDN,Indonesia,Indonesia,2001,ASEAN,43.8339408350719,17.5538297555191,38.6122387718338,43.2675279082352,15.4495085765778,41.28296913314,44.1670787157853,18.7914900723188,37.0414411245347,102354432,37.5504413917318,67.129,49.986,84.568
ID,IDN,Indonesia,Indonesia,2002,ASEAN,44.4511073028184,17.5223213154833,38.0265807831709,44.1037684016141,15.1307239892426,40.7655076091433,44.6483461008713,18.8804287695492,36.4712365942161,102498864,36.7076975604335,65.977,48.048,84.198
ID,IDN,Indonesia,Indonesia,2003,ASEAN,46.4767505563493,16.5392498739517,36.9839985386923,46.2267873055955,14.5382790959566,39.2349250207844,46.6177132658541,17.6676791088501,35.7146076252958,103909546,36.7062454492872,65.671,47.846,83.771
ID,IDN,Indonesia,Indonesia,2004,ASEAN,43.4188155877323,16.7925260494466,39.7886583628212,43.2556069135137,13.5728779467476,43.1715151397386,43.5085881043685,18.5635251408003,37.9278851737159,105759801,36.2170272994368,65.675,47.236,84.377
ID,IDN,Indonesia,Indonesia,2005,ASEAN,44.1138547379172,17.5213112015065,38.3648350904152,43.0521353346471,15.2439275964683,41.7039341427706,44.6904589034022,18.7581237263032,36.5514173702945,105482562,36.0144655947966,64.399,46.082,82.96
ID,IDN,Indonesia,Indonesia,2006,ASEAN,42.1550386598117,17.3411380875498,40.5038242639647,39.7947827598421,14.6666331227596,45.5385841173983,43.4470265705357,18.8051463008156,37.7478271286487,106957017,36.0479574706164,64.208,46.008,82.633
ID,IDN,Indonesia,Indonesia,2007,ASEAN,41.3676021746378,17.5231849976091,41.1092215565331,40.0975599244901,14.3490902213822,45.5533498541277,42.1163105557045,19.3943716169479,38.4893193689657,112145843,37.84342857898,66.227,49.839,82.805
ID,IDN,Indonesia,Indonesia,2008,ASEAN,40.7045813010654,18.0848935155468,41.2105251833877,39.324616424413,14.7801260109687,45.8952500738342,41.5429656757359,20.0926731950402,38.3643611292239,114200383,38.1607573067421,66.373,50.387,82.532
ID,IDN,Indonesia,Indonesia,2009,ASEAN,40.0562763550069,17.9431694225611,42.0005634480942,37.9315906302568,14.5999145210999,47.4685045527813,41.3600285504251,19.9946732193026,38.6452878095399,115441860,38.2686410284796,66.047,50.3,81.952
ID,IDN,Indonesia,Indonesia,2010,ASEAN,38.7302728008608,18.2976528811745,42.9720752142772,36.4330614509009,15.1253771500074,48.4415519984699,40.14653280025,20.2533973163873,39.6000698833627,118205102,38.4546616270421,66.583,50.973,82.337
ID,IDN,Indonesia,Indonesia,2011,ASEAN,36.8121228894469,19.5975611498535,43.5903168345826,34.8586542976227,15.2328175716637,49.9085304244488,38.0144359865001,22.2839498983444,39.7016155268912,120648289,38.2643652741731,66.913,50.989,82.974
ID,IDN,Indonesia,Indonesia,2012,ASEAN,35.5604756448204,20.6570209800248,43.7825025272112,33.3649351377864,15.9286852045773,50.7063885335088,36.91836431399,23.5813783588346,39.5002573271753,123448397,38.3402240532941,67.416,51.49,83.469
ID,IDN,Indonesia,Indonesia,2013,ASEAN,34.6902320718856,21.0672874224289,44.2424703975957,32.4790176436325,16.1586167274126,51.3623590054228,36.0542699706809,24.0953129925178,39.850417036801304,124097473,38.1245112058003,66.757,50.714,82.919
ID,IDN,Indonesia,Indonesia,2014,ASEAN,34.0046946767182,21.4982822389039,44.497023084378,31.9512469766142,15.8377996087039,52.210946900753,35.2740522716751,24.9973692519565,39.7285690808397,125645513,38.1356228773566,66.624,50.64,82.719
ID,IDN,Indonesia,Indonesia,2015,ASEAN,32.7770295687741,22.1218830739339,45.1010964067699,31.2110620780829,16.1733592484889,52.6155829709898,33.7485125332194,25.8121934877299,40.4392939790507,127299364,38.2529020333519,66.578,50.772,82.488
ID,IDN,Indonesia,Indonesia,2016,ASEAN,31.5553329221477,21.8107246597619,46.6339424180905,28.7216196066869,16.3966210111394,54.8817656848777,33.3447790871776,25.229641879158,41.425577706979396,128501300,38.5308483260481,66.314,50.949,81.772
ID,IDN,Indonesia,Indonesia,2017,ASEAN,30.5222024429742,22.1220312359547,47.3557647336161,27.5155727237924,17.0687248774827,55.4157023987249,32.4584606285361,25.3763300662397,42.1652040856898,130940742,39.0512358636245,66.694,51.943,81.529
ID,IDN,Indonesia,Indonesia,2018,ASEAN,29.4464900769988,22.3847562001086,48.1687622744529,26.3015877916663,17.3860264489621,56.3123916703441,31.4960098707691,25.6424070182206,42.8615908153259,134532894,39.3725217863818,67.652,53.131,82.251
ID,IDN,Indonesia,Indonesia,2019,ASEAN,28.4631336137713,22.4012342408394,49.1356329001475,25.325247659601,17.0311924893239,57.643559851075,30.531469749573,25.9408973535615,43.5276341491224,137425585,39.6300121261991,68.238,53.949,82.6
ID,IDN,Indonesia,Indonesia,2020,ASEAN,29.3087481652973,21.6344047291476,49.0568463452771,25.8822826536235,16.1865949198316,57.9311281620093,31.5709883281739,25.2311857713781,43.197825900448,137375390,39.5685275215597,67.401,53.203,81.673
ID,IDN,Indonesia,Indonesia,2021,ASEAN,28.9871998196831,21.7614308372694,49.2513693430476,26.0172150158565,15.9082389719347,58.0745536940029,30.9595317782098,25.6484619454632,43.3920113777047,135672770,39.6300377739763,65.868,52.069,79.741
ID,IDN,Indonesia,Indonesia,2022,ASEAN,29.2848629874109,21.8679677163131,48.8471685544592,26.5511254303295,16.3181943309768,57.1306821195456,31.0652586070052,25.4823576042991,43.4523850136336,139637843,39.3159431716515,67.018,52.562,81.549
ID,IDN,Indonesia,Indonesia,2023,ASEAN,28.7792280576249,21.951549784263,49.2692149419358,26.8073883188674,15.900756471778701,57.2918552093539,30.0707901679123,25.9148343919661,44.0143718572848,143318723,39.4848201375615,67.899,53.487,82.382
ID,IDN,Indonesia,Indonesia,2024,ASEAN,27.9600749776458,22.2861723546005,49.7537526677536,25.9459093340623,16.0731486026266,57.9809510487163,29.2823962702691,26.365095438889,44.3525012120134,145198137,39.5403317054956,67.927,53.588,82.336
LA,LAO,Lao PDR,Lao PDR,1991,ASEAN,90.1132266221802,1.8951172256508,7.99165615216898,92.1124173351848,1.57214749324441,6.31529890152718,88.2360392613985,2.19824933367966,9.56571140492188,1554176,48.427655555098,62.44,60.233,64.665
LA,LAO,Lao PDR,Lao PDR,1992,ASEAN,90.0521975456527,1.94737740338946,8.00042505095781,92.0258333466605,1.60978639244724,6.36438026089228,88.2066083670756,2.26306600017198,9.53032563275245,1596007,48.3216552308355,62.392,60.104,64.694
LA,LAO,Lao PDR,Lao PDR,1993,ASEAN,89.8655567812738,2.01529838634233,8.11914483238391,91.8767189648706,1.66335896153686,6.45992207359253,87.9931572368525,2.34295531229503,9.6638874508525,1637445,48.2118178015139,62.336,59.959,64.725
LA,LAO,Lao PDR,Lao PDR,1994,ASEAN,89.6084582615478,2.15938158544037,8.23222137732668,91.6634286231159,1.80447143026401,6.53209994662006,87.7070812200392,2.48774456358388,9.80517421637696,1677511,48.0574493997357,62.239,59.715,64.773
LA,LAO,Lao PDR,Lao PDR,1995,ASEAN,89.3288364370524,2.28436832473281,8.38673547085325,91.3839842386154,1.91493341313781,6.7010823482468,87.4370117333223,2.62444415365579,9.93842932802568,1717825,47.9310174202844,62.159,59.518,64.806
LA,LAO,Lao PDR,Lao PDR,1996,ASEAN,88.8524119934167,2.41540401611202,8.73218399047131,90.8717766117398,2.04253098245131,7.08557046366063,87.0025022900422,2.75698742152416,10.2405102884336,1758338,47.810830454668,62.077,59.324,64.833
LA,LAO,Lao PDR,Lao PDR,1997,ASEAN,88.5463997194031,2.56940068039044,8.88419960020646,90.3276571319238,2.17329953123505,7.4990433368411,86.9222147353914,2.9306581360408,10.1471271285678,1795667,47.6927514956838,61.99,59.126,64.854
LA,LAO,Lao PDR,Lao PDR,1998,ASEAN,87.9461247478613,2.62375048192704,9.4301247702116,89.7769398978902,2.19869171859749,8.02436838351228,86.2810661556813,3.01032568917947,10.7086081551393,1831685,47.6294231813876,61.951,59.039,64.861
